x,Re,y,u,v
0.646464646,64646.46465,0.05959596,1.000001145,-9.99876431
0.646464646,64646.46465,0.060606061,1.000001179,-10.19740172
0.646464646,64646.46465,0.061616162,1.000001212,-10.39603911
0.646464646,64646.46465,0.062626263,1.000001246,-10.59467649
0.646464646,64646.46465,0.063636364,1.00000128,-10.79331386
0.646464646,64646.46465,0.064646465,1.000001314,-10.99195122
0.646464646,64646.46465,0.065656566,1.000001348,-11.19058856
0.646464646,64646.46465,0.066666667,1.000001382,-11.38922589
0.646464646,64646.46465,0.067676768,1.000001415,-11.5878632
0.646464646,64646.46465,0.068686869,1.000001449,-11.7865005
0.646464646,64646.46465,0.06969697,1.000001483,-11.98513779
0.646464646,64646.46465,0.070707071,1.000001517,-12.18377506
0.646464646,64646.46465,0.071717172,1.000001551,-12.38241232
0.646464646,64646.46465,0.072727273,1.000001585,-12.58104957
0.646464646,64646.46465,0.073737374,1.000001619,-12.7796868
0.646464646,64646.46465,0.074747475,1.000001652,-12.97832402
0.646464646,64646.46465,0.075757576,1.000001686,-13.17696123
0.646464646,64646.46465,0.076767677,1.00000172,-13.37559842
0.646464646,64646.46465,0.077777778,1.000001754,-13.5742356
0.646464646,64646.46465,0.078787879,1.000001788,-13.77287277
0.646464646,64646.46465,0.07979798,1.000001822,-13.97150992
0.646464646,64646.46465,0.080808081,1.000001855,-14.17014706
0.646464646,64646.46465,0.081818182,1.000001889,-14.36878419
0.646464646,64646.46465,0.082828283,1.000001923,-14.5674213
0.646464646,64646.46465,0.083838384,1.000001957,-14.7660584
0.646464646,64646.46465,0.084848485,1.000001991,-14.96469548
0.646464646,64646.46465,0.085858586,1.000002025,-15.16333256
0.646464646,64646.46465,0.086868687,1.000002058,-15.36196961
0.646464646,64646.46465,0.087878788,1.000002092,-15.56060666
0.646464646,64646.46465,0.088888889,1.000002126,-15.75924369
0.646464646,64646.46465,0.08989899,1.00000216,-15.95788071
0.646464646,64646.46465,0.090909091,1.000002194,-16.15651771
0.646464646,64646.46465,0.091919192,1.000002228,-16.35515471
0.646464646,64646.46465,0.092929293,1.000002261,-16.55379168
0.646464646,64646.46465,0.093939394,1.000002295,-16.75242865
0.646464646,64646.46465,0.094949495,1.000002329,-16.9510656
0.646464646,64646.46465,0.095959596,1.000002363,-17.14970254
0.646464646,64646.46465,0.096969697,1.000002397,-17.34833946
0.646464646,64646.46465,0.097979798,1.000002431,-17.54697637
0.646464646,64646.46465,0.098989899,1.000002464,-17.74561327
0.646464646,64646.46465,0.1,1.000002498,-17.94425015
0.792929293,79292.92929,0,0,0
0.792929293,79292.92929,0.001010101,0.119067967,-0.00024604
0.792929293,79292.92929,0.002020202,0.237556246,-0.001344895
0.792929293,79292.92929,0.003030303,0.354206581,-0.001695012
0.792929293,79292.92929,0.004040404,0.466679561,-0.005960589
0.792929293,79292.92929,0.005050505,0.572539465,-0.013730436
0.792929293,79292.92929,0.006060606,0.668642955,-0.031227214
0.792929293,79292.92929,0.007070707,0.753394009,-0.059088821
0.792929293,79292.92929,0.008080808,0.823152003,-0.108203898
0.792929293,79292.92929,0.009090909,0.879767577,-0.174122689
0.792929293,79292.92929,0.01010101,0.921374242,-0.265737683
0.792929293,79292.92929,0.011111111,0.951544399,-0.37704225
0.792929293,79292.92929,0.012121212,0.971739022,-0.507995824
0.792929293,79292.92929,0.013131313,0.984419766,-0.655122624
0.792929293,79292.92929,0.014141414,0.991830056,-0.814553203
0.792929293,79292.92929,0.015151515,0.995965377,-0.982138426
0.792929293,79292.92929,0.016161616,0.998122996,-1.155010031
0.792929293,79292.92929,0.017171717,0.999178122,-1.33102474
0.792929293,79292.92929,0.018181818,0.999660889,-1.508773467
0.792929293,79292.92929,0.019191919,0.999868212,-1.687405375
0.792929293,79292.92929,0.02020202,0.999951794,-1.866455933
0.792929293,79292.92929,0.021212121,0.999983398,-2.045691559
0.792929293,79292.92929,0.022222222,0.999994719,-2.225002941
0.792929293,79292.92929,0.023232323,0.999998388,-2.404344339
0.792929293,79292.92929,0.024242424,0.999999523,-2.583696114
0.792929293,79292.92929,0.025252525,0.999999896,-2.763051121
0.792929293,79292.92929,0.026262626,0.999999989,-2.942407376
0.792929293,79292.92929,0.027272727,1.000000009,-3.121763975
0.792929293,79292.92929,0.028282828,1.000000004,-3.301120695
0.792929293,79292.92929,0.029292929,1.000000034,-3.480477224
0.792929293,79292.92929,0.03030303,1.000000065,-3.659833743
0.792929293,79292.92929,0.031313131,1.000000095,-3.83919025
0.792929293,79292.92929,0.032323232,1.000000126,-4.018546746
0.792929293,79292.92929,0.033333333,1.000000157,-4.197903232
0.792929293,79292.92929,0.034343434,1.000000187,-4.377259706
0.792929293,79292.92929,0.035353535,1.000000218,-4.55661617
0.792929293,79292.92929,0.036363636,1.000000248,-4.735972622
0.792929293,79292.92929,0.037373737,1.000000279,-4.915329064
0.792929293,79292.92929,0.038383838,1.000000309,-5.094685494
0.792929293,79292.92929,0.039393939,1.00000034,-5.274041914
0.792929293,79292.92929,0.04040404,1.00000037,-5.453398323
0.792929293,79292.92929,0.041414141,1.000000401,-5.63275472
0.792929293,79292.92929,0.042424242,1.000000432,-5.812111107
0.792929293,79292.92929,0.043434343,1.000000462,-5.991467483
0.792929293,79292.92929,0.044444444,1.000000493,-6.170823848
0.792929293,79292.92929,0.045454545,1.000000523,-6.350180201
0.792929293,79292.92929,0.046464646,1.000000554,-6.529536544
0.792929293,79292.92929,0.047474747,1.000000584,-6.708892876
0.792929293,79292.92929,0.048484848,1.000000615,-6.888249197
0.792929293,79292.92929,0.049494949,1.000000645,-7.067605507
0.792929293,79292.92929,0.050505051,1.000000676,-7.246961806
0.792929293,79292.92929,0.051515152,1.000000707,-7.426318094
0.792929293,79292.92929,0.052525253,1.000000737,-7.605674372
0.792929293,79292.92929,0.053535354,1.000000768,-7.785030638
0.792929293,79292.92929,0.054545455,1.000000798,-7.964386893
0.792929293,79292.92929,0.055555556,1.000000829,-8.143743137
0.792929293,79292.92929,0.056565657,1.000000859,-8.323099371
0.792929293,79292.92929,0.057575758,1.00000089,-8.502455593
0.792929293,79292.92929,0.058585859,1.00000092,-8.681811804
0.792929293,79292.92929,0.05959596,1.000000951,-8.861168005
0.792929293,79292.92929,0.060606061,1.000000982,-9.040524194
0.792929293,79292.92929,0.061616162,1.000001012,-9.219880373
0.792929293,79292.92929,0.062626263,1.000001043,-9.39923654
0.792929293,79292.92929,0.063636364,1.000001073,-9.578592697
0.792929293,79292.92929,0.064646465,1.000001104,-9.757948842
0.792929293,79292.92929,0.065656566,1.000001134,-9.937304977
0.792929293,79292.92929,0.066666667,1.000001165,-10.1166611
0.792929293,79292.92929,0.067676768,1.000001195,-10.29601721
0.792929293,79292.92929,0.068686869,1.000001226,-10.47537332
0.792929293,79292.92929,0.06969697,1.000001256,-10.65472941
0.792929293,79292.92929,0.070707071,1.000001287,-10.83408549
0.792929293,79292.92929,0.071717172,1.000001318,-11.01344155
0.792929293,79292.92929,0.072727273,1.000001348,-11.19279761
0.792929293,79292.92929,0.073737374,1.000001379,-11.37215366
0.792929293,79292.92929,0.074747475,1.000001409,-11.5515097
0.792929293,79292.92929,0.075757576,1.00000144,-11.73086572
0.792929293,79292.92929,0.076767677,1.00000147,-11.91022173
0.792929293,79292.92929,0.077777778,1.000001501,-12.08957774
0.792929293,79292.92929,0.078787879,1.000001531,-12.26893373
0.792929293,79292.92929,0.07979798,1.000001562,-12.44828971
0.792929293,79292.92929,0.080808081,1.000001593,-12.62764568
0.792929293,79292.92929,0.081818182,1.000001623,-12.80700164
0.792929293,79292.92929,0.082828283,1.000001654,-12.98635759
0.792929293,79292.92929,0.083838384,1.000001684,-13.16571353
0.792929293,79292.92929,0.084848485,1.000001715,-13.34506945
0.792929293,79292.92929,0.085858586,1.000001745,-13.52442537
0.792929293,79292.92929,0.086868687,1.000001776,-13.70378127
0.792929293,79292.92929,0.087878788,1.000001806,-13.88313717
0.792929293,79292.92929,0.088888889,1.000001837,-14.06249305
0.792929293,79292.92929,0.08989899,1.000001868,-14.24184892
0.792929293,79292.92929,0.090909091,1.000001898,-14.42120478
0.792929293,79292.92929,0.091919192,1.000001929,-14.60056063
0.792929293,79292.92929,0.092929293,1.000001959,-14.77991647
0.792929293,79292.92929,0.093939394,1.00000199,-14.9592723
0.792929293,79292.92929,0.094949495,1.00000202,-15.13862811
0.792929293,79292.92929,0.095959596,1.000002051,-15.31798392
0.792929293,79292.92929,0.096969697,1.000002081,-15.49733971
0.792929293,79292.92929,0.097979798,1.000002112,-15.6766955
0.792929293,79292.92929,0.098989899,1.000002143,-15.85605127
0.792929293,79292.92929,0.1,1.000002173,-16.03540703
0.939393939,93939.39394,0,0,0
0.939393939,93939.39394,0.001010101,0.1093993,-0.000373577
0.939393939,93939.39394,0.002020202,0.218423127,-0.000272389
0.939393939,93939.39394,0.003030303,0.326011955,-0.002001174
0.939393939,93939.39394,0.004040404,0.430616535,-0.004902369
0.939393939,93939.39394,0.005050505,0.530395049,-0.010501265
0.939393939,93939.39394,0.006060606,0.623536504,-0.019837613
0.939393939,93939.39394,0.007070707,0.706666934,-0.041694579
0.939393939,93939.39394,0.008080808,0.779048495,-0.075376393
0.939393939,93939.39394,0.009090909,0.840136606,-0.122716886
0.939393939,93939.39394,0.01010101,0.888326911,-0.190288609
0.939393939,93939.39394,0.011111111,0.92505158,-0.276745385
0.939393939,93939.39394,0.012121212,0.952209664,-0.379928919
0.939393939,93939.39394,0.013131313,0.9708507,-0.500068304
0.939393939,93939.39394,0.014141414,0.982990411,-0.634190562
0.939393939,93939.39394,0.015151515,0.990559511,-0.778793179
0.939393939,93939.39394,0.016161616,0.994974099,-0.931193843
0.939393939,93939.39394,0.017171717,0.99747629,-1.088583882
0.939393939,93939.39394,0.018181818,0.998792635,-1.249284586
0.939393939,93939.39394,0.019191919,0.999447514,-1.411939725
0.939393939,93939.39394,0.02020202,0.999760673,-1.57565714
0.939393939,93939.39394,0.021212121,0.999901312,-1.739939878
0.939393939,93939.39394,0.022222222,0.999961323,-1.90449987
0.939393939,93939.39394,0.023232323,0.999985757,-2.069187913
0.939393939,93939.39394,0.024242424,0.999994976,-2.233933321
0.939393939,93939.39394,0.025252525,0.999998331,-2.398701762
0.939393939,93939.39394,0.026262626,0.999999449,-2.563479373
0.939393939,93939.39394,0.027272727,0.999999875,-2.728259899
0.939393939,93939.39394,0.028282828,0.999999954,-2.893041982
0.939393939,93939.39394,0.029292929,1.000000025,-3.057824081
0.939393939,93939.39394,0.03030303,0.999999989,-3.22260671
0.939393939,93939.39394,0.031313131,1.000000018,-3.387389001
0.939393939,93939.39394,0.032323232,1.000000047,-3.552171291
0.939393939,93939.39394,0.033333333,1.000000075,-3.716953571
0.939393939,93939.39394,0.034343434,1.000000103,-3.881735843
0.939393939,93939.39394,0.035353535,1.000000131,-4.046518105
0.939393939,93939.39394,0.036363636,1.000000159,-4.211300358
0.939393939,93939.39394,0.037373737,1.000000187,-4.376082601
0.939393939,93939.39394,0.038383838,1.000000215,-4.540864835
0.939393939,93939.39394,0.039393939,1.000000243,-4.705647061
0.939393939,93939.39394,0.04040404,1.000000271,-4.870429276
0.939393939,93939.39394,0.041414141,1.000000299,-5.035211483
0.939393939,93939.39394,0.042424242,1.000000327,-5.19999368
0.939393939,93939.39394,0.043434343,1.000000355,-5.364775868
0.939393939,93939.39394,0.044444444,1.000000383,-5.529558047
0.939393939,93939.39394,0.045454545,1.000000411,-5.694340217
0.939393939,93939.39394,0.046464646,1.00000044,-5.859122377
0.939393939,93939.39394,0.047474747,1.000000468,-6.023904528
0.939393939,93939.39394,0.048484848,1.000000496,-6.18868667
0.939393939,93939.39394,0.049494949,1.000000524,-6.353468803
0.939393939,93939.39394,0.050505051,1.000000552,-6.518250926
0.939393939,93939.39394,0.051515152,1.00000058,-6.68303304
0.939393939,93939.39394,0.052525253,1.000000608,-6.847815145
0.939393939,93939.39394,0.053535354,1.000000636,-7.01259724
0.939393939,93939.39394,0.054545455,1.000000664,-7.177379327
0.939393939,93939.39394,0.055555556,1.000000692,-7.342161404
0.939393939,93939.39394,0.056565657,1.00000072,-7.506943472
0.939393939,93939.39394,0.057575758,1.000000748,-7.67172553
0.939393939,93939.39394,0.058585859,1.000000776,-7.836507579
0.939393939,93939.39394,0.05959596,1.000000804,-8.001289619
0.939393939,93939.39394,0.060606061,1.000000833,-8.16607165
0.939393939,93939.39394,0.061616162,1.000000861,-8.330853672
0.939393939,93939.39394,0.062626263,1.000000889,-8.495635684
0.939393939,93939.39394,0.063636364,1.000000917,-8.660417687
0.939393939,93939.39394,0.064646465,1.000000945,-8.825199681
0.939393939,93939.39394,0.065656566,1.000000973,-8.989981666
0.939393939,93939.39394,0.066666667,1.000001001,-9.154763641
0.939393939,93939.39394,0.067676768,1.000001029,-9.319545607
0.939393939,93939.39394,0.068686869,1.000001057,-9.484327564
0.939393939,93939.39394,0.06969697,1.000001085,-9.649109511
0.939393939,93939.39394,0.070707071,1.000001113,-9.813891449
0.939393939,93939.39394,0.071717172,1.000001141,-9.978673379
0.939393939,93939.39394,0.072727273,1.000001169,-10.1434553
0.939393939,93939.39394,0.073737374,1.000001197,-10.30823721
0.939393939,93939.39394,0.074747475,1.000001226,-10.47301911
0.939393939,93939.39394,0.075757576,1.000001254,-10.637801
0.939393939,93939.39394,0.076767677,1.000001282,-10.80258288
0.939393939,93939.39394,0.077777778,1.00000131,-10.96736476
0.939393939,93939.39394,0.078787879,1.000001338,-11.13214662
0.939393939,93939.39394,0.07979798,1.000001366,-11.29692848
0.939393939,93939.39394,0.080808081,1.000001394,-11.46171032
0.939393939,93939.39394,0.081818182,1.000001422,-11.62649216
0.939393939,93939.39394,0.082828283,1.00000145,-11.79127399
0.939393939,93939.39394,0.083838384,1.000001478,-11.95605581
0.939393939,93939.39394,0.084848485,1.000001506,-12.12083761
0.939393939,93939.39394,0.085858586,1.000001534,-12.28561941
0.939393939,93939.39394,0.086868687,1.000001562,-12.4504012
0.939393939,93939.39394,0.087878788,1.00000159,-12.61518298
0.939393939,93939.39394,0.088888889,1.000001619,-12.77996476
0.939393939,93939.39394,0.08989899,1.000001647,-12.94474652
0.939393939,93939.39394,0.090909091,1.000001675,-13.10952827
0.939393939,93939.39394,0.091919192,1.000001703,-13.27431002
0.939393939,93939.39394,0.092929293,1.000001731,-13.43909175
0.939393939,93939.39394,0.093939394,1.000001759,-13.60387348
0.939393939,93939.39394,0.094949495,1.000001787,-13.76865519
0.939393939,93939.39394,0.095959596,1.000001815,-13.9334369
0.939393939,93939.39394,0.096969697,1.000001843,-14.0982186
0.939393939,93939.39394,0.097979798,1.000001871,-14.26300029
0.939393939,93939.39394,0.098989899,1.000001899,-14.42778197
0.939393939,93939.39394,0.1,1.000001927,-14.59256364
1.085858586,108585.8586,0,0,0
1.085858586,108585.8586,0.001010101,0.101759756,-0.000275033
1.085858586,108585.8586,0.002020202,0.203207909,-0.001277298
1.085858586,108585.8586,0.003030303,0.303620442,-0.001795545
1.085858586,108585.8586,0.004040404,0.401964775,-0.0023873
1.085858586,108585.8586,0.005050505,0.496385627,-0.006995999
1.085858586,108585.8586,0.006060606,0.585199801,-0.01612133
1.085858586,108585.8586,0.007070707,0.666967891,-0.030889226
1.085858586,108585.8586,0.008080808,0.740283096,-0.053963845
1.085858586,108585.8586,0.009090909,0.803607262,-0.089477699
1.085858586,108585.8586,0.01010101,0.855607781,-0.141967637
1.085858586,108585.8586,0.011111111,0.897575683,-0.209258423
1.085858586,108585.8586,0.012121212,0.930188102,-0.291886588
1.085858586,108585.8586,0.013131313,0.954456083,-0.389632502
1.085858586,108585.8586,0.014141414,0.971163888,-0.502865294
1.085858586,108585.8586,0.015151515,0.982509582,-0.627492777
1.085858586,108585.8586,0.016161616,0.989852597,-0.761259461
1.085858586,108585.8586,0.017171717,0.994346087,-0.902005695
1.085858586,108585.8586,0.018181818,0.996966131,-1.047625225
1.085858586,108585.8586,0.019191919,0.998455831,-1.196333633
1.085858586,108585.8586,0.02020202,0.999243934,-1.347081557
1.085858586,108585.8586,0.021212121,0.999644445,-1.49901252
1.085858586,108585.8586,0.022222222,0.999840022,-1.651599294
1.085858586,108585.8586,0.023232323,0.999931428,-1.804535158
1.085858586,108585.8586,0.024242424,0.999971727,-1.957650341
1.085858586,108585.8586,0.025252525,0.99998892,-2.110849969
1.085858586,108585.8586,0.026262626,0.999995845,-2.264088736
1.085858586,108585.8586,0.027272727,0.99999852,-2.417344331
1.085858586,108585.8586,0.028282828,0.999999477,-2.570607015
1.085858586,108585.8586,0.029292929,0.999999872,-2.723872065
1.085858586,108585.8586,0.03030303,0.999999942,-2.877138579
1.085858586,108585.8586,0.031313131,1.000000023,-3.030405018
1.085858586,108585.8586,0.032323232,0.999999996,-3.18367199
1.085858586,108585.8586,0.033333333,1.00000001,-3.336938754
1.085858586,108585.8586,0.034343434,1.000000036,-3.490205446
1.085858586,108585.8586,0.035353535,1.000000062,-3.64347213
1.085858586,108585.8586,0.036363636,1.000000088,-3.796738806
1.085858586,108585.8586,0.037373737,1.000000114,-3.950005474
1.085858586,108585.8586,0.038383838,1.00000014,-4.103272134
1.085858586,108585.8586,0.039393939,1.000000167,-4.256538786
1.085858586,108585.8586,0.04040404,1.000000193,-4.40980543
1.085858586,108585.8586,0.041414141,1.000000219,-4.563072066
1.085858586,108585.8586,0.042424242,1.000000245,-4.716338694
1.085858586,108585.8586,0.043434343,1.000000271,-4.869605314
1.085858586,108585.8586,0.044444444,1.000000297,-5.022871926
1.085858586,108585.8586,0.045454545,1.000000323,-5.17613853
1.085858586,108585.8586,0.046464646,1.000000349,-5.329405126
1.085858586,108585.8586,0.047474747,1.000000375,-5.482671714
1.085858586,108585.8586,0.048484848,1.000000402,-5.635938294
1.085858586,108585.8586,0.049494949,1.000000428,-5.789204866
1.085858586,108585.8586,0.050505051,1.000000454,-5.94247143
1.085858586,108585.8586,0.051515152,1.00000048,-6.095737986
1.085858586,108585.8586,0.052525253,1.000000506,-6.249004534
1.085858586,108585.8586,0.053535354,1.000000532,-6.402271074
1.085858586,108585.8586,0.054545455,1.000000558,-6.555537606
1.085858586,108585.8586,0.055555556,1.000000584,-6.708804129
1.085858586,108585.8586,0.056565657,1.00000061,-6.862070645
1.085858586,108585.8586,0.057575758,1.000000636,-7.015337153
1.085858586,108585.8586,0.058585859,1.000000663,-7.168603653
1.085858586,108585.8586,0.05959596,1.000000689,-7.321870145
1.085858586,108585.8586,0.060606061,1.000000715,-7.475136629
1.085858586,108585.8586,0.061616162,1.000000741,-7.628403105
1.085858586,108585.8586,0.062626263,1.000000767,-7.781669573
1.085858586,108585.8586,0.063636364,1.000000793,-7.934936033
1.085858586,108585.8586,0.064646465,1.000000819,-8.088202485
1.085858586,108585.8586,0.065656566,1.000000845,-8.241468929
1.085858586,108585.8586,0.066666667,1.000000871,-8.394735365
1.085858586,108585.8586,0.067676768,1.000000898,-8.548001793
1.085858586,108585.8586,0.068686869,1.000000924,-8.701268213
